user_id,account_id,user_first_name,user_last_name,role_type,user_status,created_at_utc,activated_at_utc,deactivated_at_utc
usr_00226,acc_0020,Tommy,Garza,member,active,2026-01-05 00:00:00+00:00,2026-01-06 00:00:00+00:00,
usr_00227,acc_0020,Steven,Hines,admin,active,2026-01-24 00:00:00+00:00,2026-01-27 00:00:00+00:00,
usr_00228,acc_0020,April,Carroll,member,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00229,acc_0021,Derek,Bauer,member,active,2025-11-09 00:00:00+00:00,2025-11-10 00:00:00+00:00,
usr_00230,acc_0021,Willie,Johnson,manager,active,2025-08-24 00:00:00+00:00,2025-08-26 00:00:00+00:00,
usr_00231,acc_0021,John,Ford,member,active,2025-09-08 00:00:00+00:00,2025-09-09 00:00:00+00:00,
usr_00232,acc_0021,Manuel,Case,member,active,2025-10-14 00:00:00+00:00,2025-10-17 00:00:00+00:00,
usr_00233,acc_0021,Bradley,Garner,member,active,2025-09-20 00:00:00+00:00,2025-09-21 00:00:00+00:00,
usr_00234,acc_0021,Eric,Wall,member,active,2025-12-11 00:00:00+00:00,2025-12-12 00:00:00+00:00,
usr_00235,acc_0021,Brian,Cordova,manager,active,2026-01-18 00:00:00+00:00,2026-01-20 00:00:00+00:00,
usr_00236,acc_0021,Amber,Moore,manager,active,2025-10-29 00:00:00+00:00,2025-10-30 00:00:00+00:00,
usr_00237,acc_0021,Joel,Henry,member,active,2025-09-06 00:00:00+00:00,2025-09-06 00:00:00+00:00,
usr_00238,acc_0021,Angela,Dyer,admin,active,2026-01-26 00:00:00+00:00,2026-01-28 00:00:00+00:00,
usr_00239,acc_0021,Wesley,Morris,member,active,2025-11-14 00:00:00+00:00,2025-11-15 00:00:00+00:00,
usr_00240,acc_0021,Jesse,Black,member,active,2025-09-04 00:00:00+00:00,2025-09-07 00:00:00+00:00,
usr_00241,acc_0021,David,Lopez,manager,active,2026-01-05 00:00:00+00:00,2026-01-06 00:00:00+00:00,
usr_00242,acc_0021,Caitlin,Jones,member,active,2025-12-20 00:00:00+00:00,2025-12-22 00:00:00+00:00,
usr_00243,acc_0021,Erica,Stout,manager,active,2025-11-01 00:00:00+00:00,2025-11-02 00:00:00+00:00,
usr_00244,acc_0021,Hannah,Doyle,member,active,2025-11-14 00:00:00+00:00,2025-11-14 00:00:00+00:00,
usr_00245,acc_0021,William,Osborne,member,active,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,
usr_00246,acc_0022,Bethany,Jacobson,member,active,2025-09-18 00:00:00+00:00,2025-09-19 00:00:00+00:00,
usr_00247,acc_0022,Angel,Hawkins,member,active,2026-01-13 00:00:00+00:00,2026-01-13 00:00:00+00:00,
usr_00248,acc_0022,Kirk,Skinner,manager,active,2025-10-21 00:00:00+00:00,2025-10-21 00:00:00+00:00,
usr_00249,acc_0022,Lauren,Osborne,member,deactivated,2025-11-21 00:00:00+00:00,2025-11-24 00:00:00+00:00,2026-01-14 00:00:00+00:00
usr_00250,acc_0022,Nicholas,Bryant,member,active,2025-10-08 00:00:00+00:00,2025-10-10 00:00:00+00:00,
usr_00251,acc_0022,Dalton,Mcdonald,member,active,2026-01-07 00:00:00+00:00,2026-01-07 00:00:00+00:00,
usr_00252,acc_0022,Robert,Harris,manager,active,2026-01-01 00:00:00+00:00,2026-01-03 00:00:00+00:00,
usr_00253,acc_0022,Mary,Gonzales,member,active,2025-11-17 00:00:00+00:00,2025-11-20 00:00:00+00:00,
usr_00254,acc_0022,Corey,Bridges,manager,active,2025-10-21 00:00:00+00:00,2025-10-21 00:00:00+00:00,
usr_00255,acc_0022,Daniel,Johnson,manager,active,2025-10-04 00:00:00+00:00,2025-10-04 00:00:00+00:00,
usr_00256,acc_0022,Tyrone,Valentine,member,active,2025-12-13 00:00:00+00:00,2025-12-14 00:00:00+00:00,
usr_00257,acc_0022,Monique,Harris,member,active,2026-01-23 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00258,acc_0022,Peter,Wagner,member,active,2025-12-27 00:00:00+00:00,2025-12-29 00:00:00+00:00,
usr_00259,acc_0022,John,Phillips,manager,active,2025-09-27 00:00:00+00:00,2025-09-27 00:00:00+00:00,
usr_00260,acc_0022,Katrina,Johnson,member,active,2026-01-21 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00261,acc_0022,Clinton,Harvey,member,active,2025-11-19 00:00:00+00:00,2025-11-21 00:00:00+00:00,
usr_00262,acc_0023,Kenneth,White,member,active,2026-01-19 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00263,acc_0023,Carmen,Sullivan,member,active,2026-01-25 00:00:00+00:00,2026-01-28 00:00:00+00:00,
usr_00264,acc_0023,Melissa,Bass,member,active,2026-01-20 00:00:00+00:00,2026-01-21 00:00:00+00:00,
usr_00265,acc_0023,Michelle,Hayes,manager,active,2026-01-16 00:00:00+00:00,2026-01-17 00:00:00+00:00,
usr_00266,acc_0023,Mark,Cooper,manager,active,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00267,acc_0023,Joseph,Taylor,manager,active,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00268,acc_0023,Michael,Smith,member,active,2026-01-15 00:00:00+00:00,2026-01-15 00:00:00+00:00,
usr_00269,acc_0023,David,Pacheco,admin,active,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00,
usr_00270,acc_0023,Joseph,Washington,member,active,2026-01-19 00:00:00+00:00,2026-01-20 00:00:00+00:00,
usr_00271,acc_0023,Katie,Torres,member,active,2026-01-16 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00272,acc_0023,Tiffany,Chang,manager,active,2026-01-30 00:00:00+00:00,2026-01-30 00:00:00+00:00,
usr_00273,acc_0023,Joseph,Rose,member,active,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00274,acc_0023,Charles,Perez,member,active,2026-01-18 00:00:00+00:00,2026-01-20 00:00:00+00:00,
usr_00275,acc_0023,Jodi,Nixon,admin,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00276,acc_0023,Tammy,Ortiz,member,active,2026-01-21 00:00:00+00:00,2026-01-21 00:00:00+00:00,
usr_00277,acc_0023,Laura,Rivera,member,active,2026-01-20 00:00:00+00:00,2026-01-20 00:00:00+00:00,
usr_00278,acc_0023,Robert,Pollard,member,active,2026-01-14 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00279,acc_0023,Julie,Barnes,member,active,2026-01-16 00:00:00+00:00,2026-01-17 00:00:00+00:00,
usr_00280,acc_0024,Kathleen,Owens,admin,active,2026-01-13 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00281,acc_0024,Julie,Wall,admin,active,2025-11-20 00:00:00+00:00,2025-11-23 00:00:00+00:00,
usr_00282,acc_0024,Trevor,Wong,admin,active,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,
usr_00283,acc_0024,Yolanda,Wright,member,active,2025-11-30 00:00:00+00:00,2025-11-30 00:00:00+00:00,
usr_00284,acc_0024,Kimberly,Williams,manager,active,2025-12-15 00:00:00+00:00,2025-12-17 00:00:00+00:00,
usr_00285,acc_0024,Jimmy,Brown,member,active,2025-11-14 00:00:00+00:00,2025-11-16 00:00:00+00:00,
usr_00286,acc_0024,Ryan,Thomas,member,active,2025-11-16 00:00:00+00:00,2025-11-19 00:00:00+00:00,
usr_00287,acc_0024,Christopher,Paul,member,active,2025-12-13 00:00:00+00:00,2025-12-15 00:00:00+00:00,
usr_00288,acc_0024,Nicholas,Brooks,member,deactivated,2025-11-14 00:00:00+00:00,2025-11-15 00:00:00+00:00,2026-01-07 00:00:00+00:00
usr_00289,acc_0024,Lisa,Schmidt,manager,active,2025-11-11 00:00:00+00:00,2025-11-11 00:00:00+00:00,
usr_00290,acc_0024,Todd,Mitchell,manager,active,2025-11-24 00:00:00+00:00,2025-11-25 00:00:00+00:00,
usr_00291,acc_0024,Alexandria,Williams,admin,active,2026-01-07 00:00:00+00:00,2026-01-07 00:00:00+00:00,
usr_00292,acc_0024,Kimberly,Duke,member,active,2025-12-10 00:00:00+00:00,2025-12-13 00:00:00+00:00,
usr_00293,acc_0024,Christopher,Ortega,member,active,2025-12-03 00:00:00+00:00,2025-12-06 00:00:00+00:00,
usr_00294,acc_0024,Michael,Barker,manager,active,2025-12-01 00:00:00+00:00,2025-12-02 00:00:00+00:00,
usr_00295,acc_0024,Timothy,Soto,manager,active,2025-11-22 00:00:00+00:00,2025-11-22 00:00:00+00:00,
usr_00296,acc_0024,Troy,Williams,member,active,2025-12-08 00:00:00+00:00,2025-12-10 00:00:00+00:00,
usr_00297,acc_0025,Gail,Morrow,member,deactivated,2025-08-25 00:00:00+00:00,2025-08-26 00:00:00+00:00,2025-10-05 00:00:00+00:00
usr_00298,acc_0025,Sharon,Harrell,admin,active,2025-09-16 00:00:00+00:00,2025-09-17 00:00:00+00:00,
usr_00299,acc_0025,Laurie,Hall,member,active,2026-01-04 00:00:00+00:00,2026-01-07 00:00:00+00:00,
usr_00300,acc_0025,Amy,Garrison,member,active,2026-01-21 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00301,acc_0025,Gabriella,Maynard,manager,deactivated,2025-11-27 00:00:00+00:00,2025-11-30 00:00:00+00:00,2025-12-12 00:00:00+00:00
usr_00302,acc_0025,Amanda,Jackson,member,active,2025-09-16 00:00:00+00:00,2025-09-19 00:00:00+00:00,
usr_00303,acc_0025,Valerie,Pruitt,member,active,2025-08-18 00:00:00+00:00,2025-08-20 00:00:00+00:00,
usr_00304,acc_0025,Candace,Williams,member,deactivated,2025-11-23 00:00:00+00:00,2025-11-25 00:00:00+00:00,2025-12-10 00:00:00+00:00
usr_00305,acc_0025,Brooke,Curry,manager,deactivated,2026-01-21 00:00:00+00:00,2026-01-21 00:00:00+00:00,2026-01-31 00:00:00+00:00
usr_00306,acc_0025,Randy,Cherry,admin,active,2025-11-04 00:00:00+00:00,2025-11-07 00:00:00+00:00,
usr_00307,acc_0025,Robert,Thomas,member,active,2026-01-15 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00308,acc_0025,Kathryn,Griffin,member,deactivated,2025-12-07 00:00:00+00:00,2025-12-09 00:00:00+00:00,2026-01-29 00:00:00+00:00
usr_00309,acc_0025,Nathan,Smith,member,active,2025-08-27 00:00:00+00:00,2025-08-28 00:00:00+00:00,
usr_00310,acc_0025,Rebecca,Ferguson,member,active,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00311,acc_0026,Jessica,Brown,manager,active,2025-09-20 00:00:00+00:00,2025-09-22 00:00:00+00:00,
usr_00312,acc_0026,Stephanie,Vasquez,manager,deactivated,2025-12-25 00:00:00+00:00,2025-12-28 00:00:00+00:00,2026-01-12 00:00:00+00:00
usr_00313,acc_0026,Jasmine,Lopez,admin,active,2025-09-26 00:00:00+00:00,2025-09-26 00:00:00+00:00,
usr_00314,acc_0026,Ashley,Lee,manager,active,2025-10-02 00:00:00+00:00,2025-10-02 00:00:00+00:00,
usr_00315,acc_0026,Michael,Barnett,member,active,2025-09-18 00:00:00+00:00,2025-09-18 00:00:00+00:00,
usr_00316,acc_0026,Andrew,Allen,member,active,2025-10-27 00:00:00+00:00,2025-10-28 00:00:00+00:00,
usr_00317,acc_0026,Doris,Hernandez,admin,active,2025-09-17 00:00:00+00:00,2025-09-17 00:00:00+00:00,
usr_00318,acc_0026,Karen,Mitchell,member,active,2025-10-05 00:00:00+00:00,2025-10-06 00:00:00+00:00,
usr_00319,acc_0027,Jennifer,Gray,member,active,2026-01-23 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00320,acc_0027,Katherine,Craig,manager,active,2026-01-06 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00321,acc_0027,Barry,Perkins,manager,active,2025-11-17 00:00:00+00:00,2025-11-19 00:00:00+00:00,
usr_00322,acc_0027,Gabriella,Riley,member,active,2025-11-09 00:00:00+00:00,2025-11-09 00:00:00+00:00,
usr_00323,acc_0027,Joshua,Benson,member,active,2026-01-14 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00324,acc_0027,Paul,Nelson,member,active,2025-12-04 00:00:00+00:00,2025-12-06 00:00:00+00:00,
usr_00325,acc_0027,Miranda,Frazier,admin,active,2026-01-15 00:00:00+00:00,2026-01-18 00:00:00+00:00,
usr_00326,acc_0027,Richard,Brown,member,active,2026-01-04 00:00:00+00:00,2026-01-06 00:00:00+00:00,
usr_00327,acc_0027,Steven,Davis,admin,active,2025-12-16 00:00:00+00:00,2025-12-17 00:00:00+00:00,
usr_00328,acc_0027,Brent,Knight,member,active,2025-11-30 00:00:00+00:00,2025-12-02 00:00:00+00:00,
usr_00329,acc_0027,Howard,Banks,admin,active,2025-11-13 00:00:00+00:00,2025-11-15 00:00:00+00:00,
usr_00330,acc_0027,Jason,Hill,member,active,2025-12-29 00:00:00+00:00,2025-12-30 00:00:00+00:00,
usr_00331,acc_0027,Jason,Lucero,member,active,2025-11-01 00:00:00+00:00,2025-11-03 00:00:00+00:00,
usr_00332,acc_0027,Alexandra,Wilson,manager,active,2025-12-19 00:00:00+00:00,2025-12-22 00:00:00+00:00,
usr_00333,acc_0027,Brandon,Cain,member,active,2025-12-15 00:00:00+00:00,2025-12-15 00:00:00+00:00,
usr_00334,acc_0027,Christopher,Stephens,member,deactivated,2025-11-13 00:00:00+00:00,2025-11-16 00:00:00+00:00,2025-12-29 00:00:00+00:00
usr_00335,acc_0028,Christopher,Larson,manager,active,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,
usr_00336,acc_0028,Jessica,Simmons,member,active,2025-12-21 00:00:00+00:00,2025-12-23 00:00:00+00:00,
usr_00337,acc_0028,Tara,Brown,member,active,2025-11-28 00:00:00+00:00,2025-11-29 00:00:00+00:00,
usr_00338,acc_0028,Karen,Gonzales,admin,active,2026-01-04 00:00:00+00:00,2026-01-06 00:00:00+00:00,
usr_00339,acc_0028,Zachary,Maldonado,member,active,2025-12-20 00:00:00+00:00,2025-12-23 00:00:00+00:00,
usr_00340,acc_0028,David,Newton,manager,active,2025-12-27 00:00:00+00:00,2025-12-30 00:00:00+00:00,
usr_00341,acc_0028,Kristen,Cardenas,manager,active,2026-01-09 00:00:00+00:00,2026-01-09 00:00:00+00:00,
usr_00342,acc_0028,David,Turner,manager,active,2026-01-13 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00343,acc_0028,Chase,Hunt,member,active,2026-01-30 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00344,acc_0028,William,Wilson,admin,active,2026-01-11 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00345,acc_0028,Michelle,Reynolds,member,active,2026-01-08 00:00:00+00:00,2026-01-10 00:00:00+00:00,
usr_00346,acc_0029,Lance,Fisher,member,active,2025-09-04 00:00:00+00:00,2025-09-04 00:00:00+00:00,
usr_00347,acc_0029,Michelle,Mcguire,member,active,2026-01-13 00:00:00+00:00,2026-01-14 00:00:00+00:00,
usr_00348,acc_0029,Martin,Davis,member,active,2025-09-06 00:00:00+00:00,2025-09-06 00:00:00+00:00,
usr_00349,acc_0029,Tammy,Williams,member,active,2025-10-22 00:00:00+00:00,2025-10-22 00:00:00+00:00,
usr_00350,acc_0029,Joanna,Hanson,manager,active,2025-08-27 00:00:00+00:00,2025-08-27 00:00:00+00:00,
usr_00351,acc_0029,Michelle,Sparks,member,active,2025-11-09 00:00:00+00:00,2025-11-09 00:00:00+00:00,
usr_00352,acc_0029,Tracey,Jones,manager,active,2025-10-05 00:00:00+00:00,2025-10-05 00:00:00+00:00,
usr_00353,acc_0029,Lisa,Cohen,admin,active,2025-09-04 00:00:00+00:00,2025-09-05 00:00:00+00:00,
usr_00354,acc_0029,James,Hernandez,manager,active,2025-08-13 00:00:00+00:00,2025-08-16 00:00:00+00:00,
usr_00355,acc_0030,Zachary,Dickerson,member,active,2025-12-13 00:00:00+00:00,2025-12-16 00:00:00+00:00,
usr_00356,acc_0030,Amy,Walsh,member,active,2025-11-04 00:00:00+00:00,2025-11-04 00:00:00+00:00,
usr_00357,acc_0030,Jennifer,Harris,admin,active,2025-09-06 00:00:00+00:00,2025-09-09 00:00:00+00:00,
usr_00358,acc_0030,Jerry,Gray,member,active,2025-10-07 00:00:00+00:00,2025-10-08 00:00:00+00:00,
usr_00359,acc_0030,Barbara,Copeland,manager,active,2025-11-23 00:00:00+00:00,2025-11-24 00:00:00+00:00,
usr_00360,acc_0030,Justin,Dodson,member,active,2025-08-25 00:00:00+00:00,2025-08-27 00:00:00+00:00,
usr_00361,acc_0030,Jack,Johnson,manager,active,2025-08-18 00:00:00+00:00,2025-08-20 00:00:00+00:00,
usr_00362,acc_0030,Shannon,Reynolds,member,active,2026-01-03 00:00:00+00:00,2026-01-05 00:00:00+00:00,
usr_00363,acc_0031,Linda,Wilson,member,active,2025-12-22 00:00:00+00:00,2025-12-23 00:00:00+00:00,
usr_00364,acc_0031,Angela,Brandt,manager,active,2025-12-18 00:00:00+00:00,2025-12-19 00:00:00+00:00,
usr_00365,acc_0031,Michael,Avery,member,active,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00366,acc_0031,Jeremiah,Barnes,member,active,2026-01-17 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00367,acc_0031,Michael,Sweeney,member,active,2026-01-03 00:00:00+00:00,2026-01-04 00:00:00+00:00,
usr_00368,acc_0031,Raymond,King,member,active,2025-12-25 00:00:00+00:00,2025-12-26 00:00:00+00:00,
usr_00369,acc_0031,Joseph,Bridges,member,active,2025-12-28 00:00:00+00:00,2025-12-30 00:00:00+00:00,
usr_00370,acc_0031,Larry,White,member,active,2026-01-17 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00371,acc_0031,Jeremy,Parker,member,active,2025-12-19 00:00:00+00:00,2025-12-20 00:00:00+00:00,
usr_00372,acc_0031,Kelly,Rice,member,active,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00373,acc_0031,Emily,Paul,member,active,2026-01-27 00:00:00+00:00,2026-01-28 00:00:00+00:00,
usr_00374,acc_0031,Colleen,Kennedy,member,active,2025-12-28 00:00:00+00:00,2025-12-28 00:00:00+00:00,
usr_00375,acc_0031,Courtney,Rodriguez,member,active,2026-01-13 00:00:00+00:00,2026-01-15 00:00:00+00:00,
usr_00376,acc_0031,Sandra,Johnson,member,active,2026-01-18 00:00:00+00:00,2026-01-18 00:00:00+00:00,
usr_00377,acc_0031,Elizabeth,Moore,member,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00378,acc_0031,David,Campbell,manager,active,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00+00:00,
usr_00379,acc_0031,Richard,Curtis,member,active,2026-01-21 00:00:00+00:00,2026-01-24 00:00:00+00:00,
usr_00380,acc_0032,Alexandria,Lopez,admin,deactivated,2026-01-10 00:00:00+00:00,2026-01-10 00:00:00+00:00,2026-01-23 00:00:00+00:00
usr_00381,acc_0032,Julie,Kent,member,deactivated,2025-12-23 00:00:00+00:00,2025-12-23 00:00:00+00:00,2026-01-11 00:00:00+00:00
usr_00382,acc_0032,Alyssa,Wong,manager,active,2025-11-20 00:00:00+00:00,2025-11-23 00:00:00+00:00,
usr_00383,acc_0032,Christopher,Collins,member,active,2026-01-22 00:00:00+00:00,2026-01-23 00:00:00+00:00,
usr_00384,acc_0032,Thomas,Berry,member,active,2025-11-11 00:00:00+00:00,2025-11-11 00:00:00+00:00,
usr_00385,acc_0032,Diana,Singleton,member,active,2025-12-18 00:00:00+00:00,2025-12-18 00:00:00+00:00,
usr_00386,acc_0032,Kristen,Scott,member,deactivated,2025-12-26 00:00:00+00:00,2025-12-28 00:00:00+00:00,2026-01-30 00:00:00+00:00
usr_00387,acc_0032,Sean,Wade,member,active,2025-12-22 00:00:00+00:00,2025-12-24 00:00:00+00:00,
usr_00388,acc_0032,Jason,Bowman,member,active,2025-12-26 00:00:00+00:00,2025-12-28 00:00:00+00:00,
usr_00389,acc_0033,Arthur,Mckenzie,member,active,2026-01-19 00:00:00+00:00,2026-01-21 00:00:00+00:00,
usr_00390,acc_0033,Wesley,Stanley,member,active,2026-01-13 00:00:00+00:00,2026-01-15 00:00:00+00:00,
usr_00391,acc_0033,Kara,Brown,member,active,2026-01-24 00:00:00+00:00,2026-01-26 00:00:00+00:00,
usr_00392,acc_0033,Daniel,Shields,manager,active,2026-01-23 00:00:00+00:00,2026-01-26 00:00:00+00:00,
usr_00393,acc_0033,Alexandra,Lewis,member,active,2026-01-17 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00394,acc_0033,Candice,Bishop,manager,active,2026-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00395,acc_0033,Ann,Wilson,member,active,2026-01-12 00:00:00+00:00,2026-01-13 00:00:00+00:00,
usr_00396,acc_0033,Jesse,Kramer,member,active,2026-01-14 00:00:00+00:00,2026-01-17 00:00:00+00:00,
usr_00397,acc_0033,Christopher,Petersen,member,active,2026-01-12 00:00:00+00:00,2026-01-12 00:00:00+00:00,
usr_00398,acc_0034,Andrew,Drake,manager,active,2025-12-06 00:00:00+00:00,2025-12-06 00:00:00+00:00,
usr_00399,acc_0034,Kevin,Lyons,member,active,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,
usr_00400,acc_0034,Penny,Durham,member,active,2025-10-14 00:00:00+00:00,2025-10-14 00:00:00+00:00,
usr_00401,acc_0034,Robert,Patel,member,active,2025-10-07 00:00:00+00:00,2025-10-08 00:00:00+00:00,
usr_00402,acc_0034,Valerie,Dickerson,member,active,2026-01-20 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00403,acc_0034,Madison,Campbell,member,active,2025-10-20 00:00:00+00:00,2025-10-20 00:00:00+00:00,
usr_00404,acc_0034,Brandy,Taylor,member,active,2025-12-02 00:00:00+00:00,2025-12-04 00:00:00+00:00,
usr_00405,acc_0034,Scott,Hall,manager,active,2026-01-16 00:00:00+00:00,2026-01-19 00:00:00+00:00,
usr_00406,acc_0034,Anna,Morales,manager,active,2025-11-04 00:00:00+00:00,2025-11-06 00:00:00+00:00,
usr_00407,acc_0034,Mary,Osborne,member,active,2025-09-29 00:00:00+00:00,2025-10-02 00:00:00+00:00,
usr_00408,acc_0034,Matthew,Barton,admin,active,2025-11-14 00:00:00+00:00,2025-11-17 00:00:00+00:00,
usr_00409,acc_0034,Eric,Turner,member,active,2025-10-04 00:00:00+00:00,2025-10-06 00:00:00+00:00,
usr_00410,acc_0034,Rachel,Barton,member,active,2025-11-10 00:00:00+00:00,2025-11-11 00:00:00+00:00,
usr_00411,acc_0034,Crystal,Merritt,manager,active,2026-01-18 00:00:00+00:00,2026-01-20 00:00:00+00:00,
usr_00412,acc_0034,Nicholas,Long,member,active,2025-11-18 00:00:00+00:00,2025-11-18 00:00:00+00:00,
usr_00413,acc_0034,Ricardo,Norris,manager,active,2025-12-14 00:00:00+00:00,2025-12-15 00:00:00+00:00,
usr_00414,acc_0035,Craig,Carter,member,active,2026-01-27 00:00:00+00:00,2026-01-27 00:00:00+00:00,
usr_00415,acc_0035,Ashley,Long,member,active,2026-01-25 00:00:00+00:00,2026-01-28 00:00:00+00:00,
usr_00416,acc_0035,Kristi,Clark,member,active,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00417,acc_0035,Victor,Flores,member,active,2026-01-26 00:00:00+00:00,2026-01-27 00:00:00+00:00,
usr_00418,acc_0035,Heidi,Miller,manager,active,2026-01-24 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00419,acc_0035,Joanna,Price,admin,active,2026-01-25 00:00:00+00:00,2026-01-27 00:00:00+00:00,
usr_00420,acc_0035,Mark,Hogan,member,active,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00421,acc_0035,Dana,Lopez,member,active,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00,
usr_00422,acc_0035,Teresa,Lewis,member,active,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00423,acc_0035,Jennifer,Mckee,member,active,2026-01-23 00:00:00+00:00,2026-01-25 00:00:00+00:00,
usr_00424,acc_0035,Isaac,Bailey,member,active,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00425,acc_0035,Elaine,Sanchez,member,active,2026-01-21 00:00:00+00:00,2026-01-22 00:00:00+00:00,
usr_00426,acc_0035,Deanna,Jackson,member,active,2026-01-26 00:00:00+00:00,2026-01-26 00:00:00+00:00,
usr_00427,acc_0035,Kimberly,Johnson,member,active,2026-01-28 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00428,acc_0035,Jacqueline,Walter,member,active,2026-01-26 00:00:00+00:00,2026-01-29 00:00:00+00:00,
usr_00429,acc_0035,Rita,Swanson,member,active,2026-01-29 00:00:00+00:00,2026-01-31 00:00:00+00:00,
usr_00430,acc_0036,Theresa,Oconnell,member,active,2025-08-26 00:00:00+00:00,2025-08-27 00:00:00+00:00,
usr_00431,acc_0036,Jason,Khan,manager,active,2025-09-17 00:00:00+00:00,2025-09-18 00:00:00+00:00,
usr_00432,acc_0036,Timothy,Weber,member,active,2025-08-25 00:00:00+00:00,2025-08-28 00:00:00+00:00,
usr_00433,acc_0036,Brandon,Meza,member,active,2025-08-18 00:00:00+00:00,2025-08-19 00:00:00+00:00,
usr_00434,acc_0036,Valerie,King,member,active,2026-01-16 00:00:00+00:00,2026-01-18 00:00:00+00:00,
usr_00435,acc_0036,Daniel,Swanson,manager,active,2025-09-02 00:00:00+00:00,2025-09-04 00:00:00+00:00,
usr_00436,acc_0036,Ronald,Cain,manager,active,2025-11-07 00:00:00+00:00,2025-11-08 00:00:00+00:00,
usr_00437,acc_0036,Christina,Hernandez,member,active,2025-11-20 00:00:00+00:00,2025-11-22 00:00:00+00:00,
usr_00438,acc_0036,Ruben,Dorsey,member,active,2025-12-21 00:00:00+00:00,2025-12-22 00:00:00+00:00,
usr_00439,acc_0036,George,Beltran,member,active,2025-10-15 00:00:00+00:00,2025-10-18 00:00:00+00:00,
usr_00440,acc_0036,Wayne,Robinson,member,active,2025-12-05 00:00:00+00:00,2025-12-07 00:00:00+00:00,
usr_00441,acc_0036,Jeffrey,Martin,member,active,2026-01-14 00:00:00+00:00,2026-01-17 00:00:00+00:00,
usr_00442,acc_0036,Tracy,Rodriguez,member,active,2026-01-29 00:00:00+00:00,2026-01-29 00:00:00+00:00,
usr_00443,acc_0036,Jennifer,Lopez,member,active,2025-08-18 00:00:00+00:00,2025-08-19 00:00:00+00:00,
usr_00444,acc_0036,Kerry,Peterson,member,active,2025-10-06 00:00:00+00:00,2025-10-07 00:00:00+00:00,
usr_00445,acc_0037,Sean,Marsh,member,active,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,
usr_00446,acc_0037,Crystal,Walker,member,active,2026-01-13 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00447,acc_0037,Amanda,Perez,member,active,2025-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,
usr_00448,acc_0037,Lauren,Becker,member,active,2026-01-15 00:00:00+00:00,2026-01-16 00:00:00+00:00,
usr_00449,acc_0037,Patricia,Morton,member,deactivated,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00+00:00,2026-01-24 00:00:00+00:00
usr_00450,acc_0037,Tammy,Smith,member,active,2025-12-01 00:00:00+00:00,2025-12-04 00:00:00+00:00,
